...1,BIB,Nombre,Tiempo Oficial,Tiempo Chip,Paso por Km,Velocidad Media,Split 5k,Split 10k,Split 15k,Split 20k
1928,2401,RAFAEL MAURICIO MARTINEZ SANCHEZ,02:05:14,01:53:43,05:21 /km,11.13 km/h,00:25:50,00:53:29,01:21:05,01:48:04
1929,16509,FRANCISCO OROZCO GOMEZ,02:27:07,01:53:43,05:21 /km,11.13 km/h,00:29:15,00:56:15,01:23:41,01:48:32
1930,12853,CARLOS EDUARDO CARRILLO CARRETERO,02:08:47,01:53:43,05:21 /km,11.13 km/h,00:28:17,00:55:17,01:22:29,01:48:13
1931,22069,EDUARDO SANTOS PAULIN,02:11:15,01:53:45,05:21 /km,11.12 km/h,00:29:02,00:56:32,01:22:58,01:48:32
1932,28976,DIEGO PORRAS FARRET,02:25:00,01:53:45,05:21 /km,11.12 km/h,00:28:18,00:55:03,01:22:06,01:48:23
1933,14986,CARLOS EDUARDO GARCÍA MARTÍNEZ,02:09:44,01:53:45,05:21 /km,11.12 km/h,00:29:04,00:55:46,01:22:04,01:48:05
1934,20673,XAVIER OCTAVIO MARTÍNEZ GARCÍA,02:24:12,01:53:45,05:21 /km,11.12 km/h,00:25:37,00:52:52,01:20:56,01:47:55
1935,27069,GERARDO URIEL MENDOZA MARTÍNEZ,02:27:47,01:53:46,05:21 /km,11.12 km/h,00:28:59,00:55:32,01:22:35,01:48:28
1936,24729,HECTOR RAMOS ALEMÁN,02:06:16,01:53:46,05:21 /km,11.12 km/h,00:26:31,00:54:14,01:21:23,01:48:01
1937,22143,CARLOS ALBERTO CRUZ MONTOYA,02:42:55,01:53:46,05:21 /km,11.12 km/h,00:26:52,00:54:00,01:22:07,01:48:21
1938,10525,JAVIER TRUJILLO RIVERA,02:25:01,01:53:46,05:21 /km,11.12 km/h,00:28:19,00:56:11,01:23:46,01:48:57
1939,2745,IVAN CHAVEZ GONZALEZ,02:07:36,01:53:46,05:21 /km,11.12 km/h,00:26:46,00:54:18,01:22:38,01:48:35
1940,6107,PABLO GONZALEZ HERNANDEZ,02:06:20,01:53:48,05:21 /km,11.12 km/h,00:26:47,00:53:56,01:21:03,01:47:57
1941,2199,CARLOS EDUARDO MORALES MUNGARAY,02:07:42,01:53:49,05:21 /km,11.12 km/h,00:26:02,00:53:23,01:20:54,01:47:52
1942,20786,LUIS GARCIA BONILLA,02:36:11,01:53:49,05:21 /km,11.12 km/h,00:27:05,00:54:57,01:21:43,01:48:08
1943,20014,ALFREDO RANGEL REBOLLAR,02:13:37,01:53:51,05:21 /km,11.11 km/h,00:28:39,00:56:12,01:22:47,01:48:34
1944,14810,SEBASTIAN ALVAREZ ARIAS,02:09:30,01:53:51,05:21 /km,11.11 km/h,00:26:46,00:53:16,01:20:40,01:48:17
1945,29985,JOSHUA BARRERA BACA,02:06:08,01:53:53,05:21 /km,11.11 km/h,00:26:14,00:53:15,01:20:50,01:48:02
1946,11172,SERGIO DAVID TIRADO BELLO,02:46:26,01:53:53,05:21 /km,11.11 km/h,00:28:30,00:54:54,01:22:18,01:48:33
1947,26997,BRIAN RANGEL MARTINEZ,02:07:11,01:53:53,05:21 /km,11.11 km/h,00:29:46,00:57:04,01:23:39,01:48:48
1948,18031,DAVID GREZEMKOVSKY MENASSE,02:41:36,01:53:53,05:21 /km,11.11 km/h,00:26:16,00:53:22,01:21:12,01:48:01
1949,16570,ERICK RIVERA MIRANDA,02:06:53,01:53:53,05:21 /km,11.11 km/h,00:25:50,00:52:11,01:18:45,01:47:31
1950,15978,ADRIAN DOMENECH PERIS,02:05:44,01:53:53,05:21 /km,11.11 km/h,00:25:45,00:52:50,01:20:43,01:48:06
1951,22724,YASIN LOPEZ EL AMRANI,02:06:23,01:53:54,05:21 /km,11.11 km/h,00:27:35,00:55:04,01:22:47,01:49:02
1952,14110,BRUNO YAIR GALLEGOS SANCHEZ,02:26:35,01:53:54,05:21 /km,11.11 km/h,00:26:02,00:53:57,01:22:11,01:48:41
1953,26191,RAFAEL ALONSO GOCHER,02:10:27,01:53:54,05:21 /km,11.11 km/h,00:29:14,00:56:32,01:24:05,01:48:45
1954,21250,SANTIAGO GONZALEZ HUERTA,02:07:45,01:53:54,05:21 /km,11.11 km/h,00:28:33,00:56:13,01:23:10,01:48:35
1955,7474,VICTOR ALFONSO AVENDAÑO CONTRERAS,02:07:51,01:53:54,05:21 /km,11.11 km/h,00:25:40,00:51:46,01:19:25,01:47:43
1956,18537,EMMANUEL TORRES CANO MONJARAS,02:29:31,01:53:54,05:21 /km,11.11 km/h,00:29:09,00:56:16,01:23:00,01:48:21
1957,20210,RODRIGO VELASCO BARRIOS,02:06:51,01:53:55,05:21 /km,11.11 km/h,00:26:52,00:53:42,01:19:21,01:47:43
1958,5709,SANTIAGO GONZALEZ NOVOA,02:07:50,01:53:55,05:21 /km,11.11 km/h,00:28:15,00:55:46,01:22:56,01:48:50
1959,14403,RUBEN CORREA AQUINO,02:42:20,01:53:56,05:21 /km,11.11 km/h,00:26:18,00:54:34,01:22:50,01:48:46
1960,25025,HECTOR ZARAGOZA MURILLO,02:10:01,01:53:57,05:21 /km,11.10 km/h,00:26:16,00:53:03,01:20:11,01:47:55
1961,14784,EDGAR ALEJANDRO CAMARENA AGUAYO,02:06:01,01:53:59,05:21 /km,11.10 km/h,00:25:09,00:52:40,01:21:33,01:48:05
1962,15671,MISAEL FLORES CASTILLO,02:07:15,01:54:00,05:21 /km,11.10 km/h,00:23:34,00:47:55,01:22:57,01:48:37
1963,22737,RODRIGO RUIZ MARONO,02:24:35,01:54:00,05:21 /km,11.10 km/h,00:26:39,00:53:51,01:21:24,01:48:12
1964,20577,PABLO RODRIGUEZ SUAREZ,02:07:04,01:54:00,05:24 /km,11.10 km/h,00:27:57,00:55:22,01:22:47,01:48:56
1965,21129,DIEGO ALEJANDRO CORTES SANCHEZ,02:10:52,01:54:01,05:24 /km,11.10 km/h,00:28:13,00:54:05,01:19:46,01:47:53
1966,28652,GIOVANI RIVERA MORENO,02:25:53,01:54:01,05:24 /km,11.10 km/h,00:28:54,00:55:50,01:23:16,01:48:44
1967,15710,ERWIN RAMÍREZ HURTADO,02:43:43,01:54:01,05:24 /km,11.10 km/h,00:27:26,00:53:56,01:21:29,01:48:22
1968,22034,ABELARDO RODRIGO FIGUEROA GALICIA,02:11:01,01:54:01,05:24 /km,11.10 km/h,00:28:29,00:55:06,01:21:46,01:48:17
1969,27001,ABDIEL VILLARREAL VELASCO,02:49:21,01:54:01,05:24 /km,11.10 km/h,00:27:46,00:55:24,01:22:40,01:48:52
1970,20125,JUAN RAMON MADERO GUTIERREZ,02:06:33,01:54:01,05:24 /km,11.10 km/h,00:28:07,00:55:37,01:22:57,01:48:28
1971,17318,KARIM ROMERO RANGEL,02:26:29,01:54:01,05:24 /km,11.10 km/h,00:27:46,00:55:15,01:22:36,01:48:36
1972,6667,MAURICIO HERNANDEZ LEON,02:08:13,01:54:03,05:24 /km,11.10 km/h,00:29:23,00:56:55,01:23:31,01:48:53
1973,25865,ALEJANDRO ESCAMILLA FRAGOSO,02:47:04,01:54:03,05:24 /km,11.10 km/h,00:26:52,00:54:14,01:22:30,01:48:46
1974,20978,LEONARDO URIBE REYES,02:26:42,01:54:04,05:24 /km,11.09 km/h,00:28:14,00:55:09,01:22:47,01:49:04
1975,13298,AXEL MARIANO CARBAJAL TENORIO,02:27:11,01:54:05,05:24 /km,11.09 km/h,00:25:15,00:52:29,01:21:23,01:48:06
1976,26662,REI ARAGAKI SÁNCHEZ,02:28:52,01:54:06,05:24 /km,11.09 km/h,00:27:45,00:54:33,01:22:32,01:48:44
1977,1177,JONATHAN PELAGIO HERNANDEZ,02:24:36,01:54:06,05:24 /km,11.09 km/h,00:25:07,00:52:24,01:20:16,01:48:00
1978,16587,CESAR ARGUELLES SANCHEZ DE LA BARQUERA,02:41:06,01:54:06,05:24 /km,11.09 km/h,00:28:03,00:55:50,01:23:06,01:48:29
1979,6581,MAURICIO JAVIER MERCADER ALONSO,02:08:59,01:54:07,05:24 /km,11.09 km/h,00:28:06,00:55:01,01:22:30,01:48:33
1980,27024,FRANCISCO RODRIGUEZ RAMIREZ,02:28:56,01:54:10,05:24 /km,11.08 km/h,00:27:46,00:54:31,01:22:38,01:48:43
1981,16973,PEDRO AUGUSTO HICKS GONZÁLEZ,02:24:52,01:54:10,05:24 /km,11.08 km/h,00:26:42,00:54:14,01:22:11,01:48:11
1982,5050,EDUARDO GOMEZ VIDAL,01:54:11,01:54:11,05:24 /km,11.08 km/h,00:40:28,01:03:59,01:27:24,01:49:43
1983,7465,DIEGO MÉNDEZ MARTÍNEZ,02:26:07,01:54:11,05:24 /km,11.08 km/h,00:26:32,00:53:46,01:21:52,01:49:07
1984,8114,EDHER URIBE SANCHEZ,02:41:14,01:54:11,05:24 /km,11.08 km/h,00:25:56,00:53:13,01:21:08,01:48:31
1985,29317,JOSE FRANCISCO CUEVAS FLAMENCO,02:42:32,01:54:12,05:24 /km,11.08 km/h,00:26:19,00:53:20,01:21:29,01:48:36
1986,19724,GAEL RESENDIZ PIMENTEL,02:07:02,01:54:12,05:24 /km,11.08 km/h,00:25:14,00:51:37,01:20:26,01:48:46
1987,13905,ALBERTO SAINZ SORIA,02:42:32,01:54:12,05:24 /km,11.08 km/h,00:26:19,00:53:21,01:21:30,01:48:38
1988,22211,GUSTAVO ALVAREZ AGAPITO,02:43:19,01:54:12,05:24 /km,11.08 km/h,00:29:26,00:55:12,01:21:50,01:48:22
1989,13338,JOSE BLAS LOPEZ CORTES,02:00:13,01:54:13,05:24 /km,11.08 km/h,00:28:42,00:55:48,01:22:46,01:48:50
1990,27298,HITOSHI AOKI AOKI,02:25:14,01:54:14,05:24 /km,11.08 km/h,00:27:20,00:54:52,01:22:28,01:48:46
1991,10076,KEVIN HERNANDEZ MONTOYA,02:28:32,01:54:14,05:24 /km,11.08 km/h,00:30:18,00:57:52,01:24:12,01:49:03
1992,5075,CHRISTOFER ARCE GARCIA,02:29:42,01:54:14,05:24 /km,11.08 km/h,00:27:43,00:55:11,01:22:46,01:49:24
1993,735,BRANDO MAUPOME MORALES,02:07:34,01:54:14,05:24 /km,11.08 km/h,00:27:10,00:53:48,01:21:21,01:48:34
1994,29199,PABLO HERNANDEZ YANEZ,02:30:21,01:54:15,05:24 /km,11.08 km/h,00:27:46,00:54:33,01:21:47,01:48:28
1995,28677,DIEGO ANTONIO PORTILLA GUZMÁN,02:42:33,01:54:15,05:24 /km,11.08 km/h,00:25:46,00:53:00,01:20:58,01:48:19
1996,20182,JOSE MANUEL BAS CERVERA,02:47:13,01:54:16,05:24 /km,11.07 km/h,00:27:16,00:54:06,01:21:07,01:48:30
1997,23654,MATEO PALACIOS PATOW,02:46:12,01:54:16,05:24 /km,11.07 km/h,00:27:47,00:55:12,01:48:29,NA
1998,9099,EMILIO GARCÍA ITURRIBARRIA,02:41:28,01:54:17,05:24 /km,11.07 km/h,00:23:47,00:51:34,01:19:36,01:47:49
1999,23724,DANIEL ESTEBAN LEANDRO BARBOSA,02:28:55,01:54:18,05:24 /km,11.07 km/h,00:28:01,00:55:07,01:22:42,01:48:51
2000,14812,SERGIO CALVA ARANDA,02:48:51,01:54:18,05:24 /km,11.07 km/h,00:28:16,00:55:16,01:22:46,01:49:00
2001,18388,SERGIO RUISENOR ALTAMIRANO,02:06:01,01:54:19,05:24 /km,11.07 km/h,00:26:16,00:52:59,01:21:05,01:48:48
2002,670,RODRIGO VAZQUEZ VAZQUEZ,02:29:44,01:54:19,05:24 /km,11.07 km/h,00:29:22,00:56:53,01:23:48,01:49:06
2003,8851,OSCAR MARQUEZ RAMIREZ,02:09:23,01:54:20,05:24 /km,11.07 km/h,00:29:21,00:57:10,01:23:57,01:49:09
2004,15023,RICARDO RODRÍGUEZ CRUZ,02:41:12,01:54:21,05:24 /km,11.07 km/h,00:26:42,00:53:37,01:21:03,01:48:41
2005,10524,JORGE GARCIA CORDERO,02:25:37,01:54:22,05:24 /km,11.06 km/h,00:28:19,00:56:10,01:23:45,01:48:58
2006,17853,MARCELO ALVAREZ MATA,02:10:19,01:54:22,05:24 /km,11.06 km/h,00:26:09,00:53:20,01:21:18,01:48:38
2007,20646,ENRIQUE MEZA HERNANDEZ,02:28:51,01:54:23,05:24 /km,11.06 km/h,00:29:01,00:56:27,01:24:18,01:49:35
2008,3282,MANOLO GUILLEN DANEL,02:09:23,01:54:23,05:24 /km,11.06 km/h,00:27:48,00:55:33,01:23:31,01:49:06
2009,27627,FEDERICO PEREZ AGUIRRE,02:11:36,01:54:24,05:24 /km,11.06 km/h,00:27:16,00:54:42,01:22:24,01:48:51
2010,1798,ALEJANDRO ASTORGA VALENZUELA,02:29:20,01:54:25,05:24 /km,11.06 km/h,00:28:57,00:55:29,01:23:02,01:48:55
2011,11380,JUAN IGNACIO VÁZQUEZ GONZÁLEZ,02:26:24,01:54:26,05:24 /km,11.06 km/h,00:28:13,00:56:15,01:23:51,01:49:17
2012,21036,JORGE MAGDALENO DE ICAZA,02:08:20,01:54:26,05:24 /km,11.06 km/h,00:29:34,00:57:53,01:24:38,01:49:17
2013,13476,SEBASTIAN ANAYA ALTAMIRANO,02:27:41,01:54:26,05:24 /km,11.06 km/h,00:26:10,00:53:31,01:21:34,01:48:39
2014,13157,SERGIO MORA PICHARDO,02:14:50,01:54:27,05:24 /km,11.06 km/h,00:26:26,00:53:58,01:21:53,01:48:35
2015,11196,JESUS CONTRERAS PATIÑO,02:25:13,01:54:28,05:24 /km,11.06 km/h,00:25:04,00:52:46,01:21:07,01:48:44
2016,14945,ADRIAN DIAZ DE LA CRUZ,02:41:22,01:54:28,05:24 /km,11.06 km/h,00:27:59,00:55:04,01:22:33,01:49:10
2017,18264,JUAN ANTONIO DIAZ ACEVES,02:26:25,01:54:28,05:24 /km,11.06 km/h,00:26:37,00:54:46,01:22:59,01:48:54
2018,6504,KEVIN LINARES FLORES,02:09:12,01:54:28,05:24 /km,11.05 km/h,00:29:45,00:57:31,01:23:35,01:49:07
2019,15348,JUAN RODRÍGUEZ MÁRQUEZ,02:14:45,01:54:29,05:24 /km,11.05 km/h,00:27:35,00:55:29,01:22:40,01:48:45
2020,25804,WILLIAMS BENEDICT SAVINON YONG,02:06:23,01:54:29,05:24 /km,11.05 km/h,00:25:42,00:53:15,01:20:57,01:48:34
2021,27184,JUAN JUAREZ VALENCIA,02:07:37,01:54:29,05:24 /km,11.05 km/h,00:26:31,00:54:13,01:22:21,01:49:01
2022,27195,OTTO CUELLAR LIQUE,02:25:22,01:54:30,05:24 /km,11.05 km/h,00:28:30,00:56:05,01:23:27,01:49:09
2023,20278,ANGEL ANAYA GONZÁLEZ,02:27:15,01:54:30,05:24 /km,11.05 km/h,00:27:12,00:52:39,01:18:38,01:49:35
2024,10325,ERIC DOMÍNGUEZ SÁNCHEZ,02:09:34,01:54:30,05:24 /km,11.05 km/h,00:28:46,00:55:46,01:21:19,01:49:23
2025,4899,JEREL JALLORINA X,02:06:55,01:54:30,05:24 /km,11.05 km/h,00:26:45,00:54:24,01:22:49,01:49:12
2026,17116,ALEJANDRO FLORES LOPEZ DE LLERGO,02:27:31,01:54:31,05:24 /km,11.05 km/h,00:27:52,00:55:00,01:21:59,01:49:00
2027,8789,DIEGO ARTURO RIVERA MUNOZCANO,02:09:51,01:54:31,05:24 /km,11.05 km/h,00:28:15,00:55:28,01:23:08,01:49:15
2028,5067,ENRIQUE SEBASTIAN CHACON NUÑEZ,02:42:06,01:54:31,05:24 /km,11.05 km/h,00:26:42,00:54:34,01:22:23,01:49:02
2029,7641,EDUARDO ALLIER GARCIA,02:10:43,01:54:31,05:24 /km,11.05 km/h,00:29:56,00:58:00,01:24:49,01:49:41
2030,8751,EDGAR ALAN CANDELAS NIETO,02:25:26,01:54:33,05:24 /km,11.05 km/h,00:27:03,00:54:37,01:22:04,01:48:51
2031,27640,DAVID VEGA FRAUSTO,02:07:03,01:54:34,05:24 /km,11.05 km/h,00:29:57,00:57:30,01:24:08,01:49:38
2032,1973,DANIEL MENDOZA CABALLERO,02:09:48,01:54:34,05:24 /km,11.05 km/h,00:27:13,00:54:08,01:21:34,01:48:52
2033,15017,LUIS FERNANDO MORALES VALDÉS,02:09:59,01:54:35,05:24 /km,11.04 km/h,00:30:06,00:57:41,01:25:17,01:49:57
2034,14374,ALEJANDRO CALDERON DE ALBA,02:09:26,01:54:35,05:24 /km,11.04 km/h,00:27:54,00:55:07,01:21:41,01:48:51
2035,4226,JESUS UBALDO RICO HERNANDEZ,02:06:44,01:54:35,05:24 /km,11.04 km/h,00:26:26,00:53:03,01:21:56,01:49:49
2036,27163,SEBASTIAN BOCANEGRA HERNANDEZ,02:08:08,01:54:35,05:24 /km,11.04 km/h,00:25:45,00:53:26,01:20:57,01:48:56
2037,12188,JOSE FORTINO LOPEZ LOPEZ,02:42:59,01:54:36,05:24 /km,11.04 km/h,00:25:21,00:52:16,01:20:11,01:49:19
2038,21953,LUIS GERARDO DIAZ REZA,02:09:05,01:54:38,05:24 /km,11.04 km/h,00:28:55,00:56:31,01:23:47,01:48:58
2039,10880,LUIS ALBERTO ANTUNEZ EGUILUZ,02:26:32,01:54:38,05:24 /km,11.04 km/h,00:27:49,00:55:24,01:23:07,01:49:08
2040,10720,JUAN DANIEL VALDEZ MARTINEZ,02:00:29,01:54:39,05:24 /km,11.04 km/h,00:26:32,00:53:35,01:21:30,01:49:01
2041,13365,EYDMAR ALAN SILVA OSORIO,02:00:30,01:54:39,05:24 /km,11.04 km/h,00:26:32,00:53:35,01:21:30,01:49:01
2042,7713,FRANCISCO RAMIREZ LOPEZ,02:41:23,01:54:39,05:24 /km,11.04 km/h,00:24:50,00:52:59,01:21:43,01:48:52
2043,3988,JESUS ISRAEL OROZCO GARCIA,01:54:42,01:54:40,05:24 /km,11.04 km/h,00:26:24,00:53:23,01:21:47,01:48:58
2044,6173,EDUARDO BRAVO SÁNCHEZ,01:59:58,01:54:40,05:24 /km,11.04 km/h,00:27:03,00:54:10,01:22:37,01:48:57
2045,17760,VINCENT EMMANUEL FRE DUROT LECOQ,02:27:45,01:54:40,05:24 /km,11.04 km/h,00:29:27,00:56:50,01:24:04,01:49:23
2046,21204,OMAR ESTRADA LEZAMA,02:41:30,01:54:40,05:24 /km,11.03 km/h,00:26:30,00:53:43,01:21:47,01:48:42
2047,26176,ANDRÉS MANUEL MENESES LEON,02:46:29,01:54:41,05:24 /km,11.03 km/h,00:30:02,00:56:33,01:24:21,01:49:34
2048,8298,SALVADOR TURNER GARZA,02:08:46,01:54:41,05:24 /km,11.03 km/h,00:26:33,00:53:49,01:21:56,01:48:51
2049,7057,RICARDO BARCELO PEREZ,02:08:00,01:54:41,05:24 /km,11.03 km/h,00:26:45,00:53:55,01:21:33,01:49:00
2050,23528,RUBEN ROSINOL LIZARRAGA,02:00:28,01:54:43,05:24 /km,11.03 km/h,00:28:00,00:54:02,01:21:55,01:49:11
2051,26781,DIEGO OLIVARES CRESPO,02:27:50,01:54:44,05:24 /km,11.03 km/h,00:27:35,00:54:11,01:21:25,01:48:30
2052,14420,JOSE DANIEL CORONA TORRES,02:25:16,01:54:44,05:24 /km,11.03 km/h,00:26:10,00:54:08,01:48:51,NA
2053,24683,JOSE MARIO ROBLES SANCHEZ,02:00:10,01:54:44,05:24 /km,11.03 km/h,00:26:29,00:54:01,01:22:12,01:49:03
2054,17021,CARLOS MANUEL VILLANUEVA OLEA,02:14:08,01:54:45,05:24 /km,11.03 km/h,00:28:20,00:55:17,01:23:23,01:49:35
2055,20154,HIRAM LOPEZ DAMIAN,02:00:56,01:54:47,05:24 /km,11.02 km/h,00:24:34,00:52:16,01:21:37,01:48:33
2056,7506,MAURICIO MARTINEZ MARTINEZ,02:08:34,01:54:48,05:24 /km,11.02 km/h,00:27:26,00:55:25,01:23:10,01:49:34
2057,887,EMILIANO PALOMEQUE ZARAGOZ,02:28:41,01:54:48,05:24 /km,11.02 km/h,00:28:40,00:55:46,01:22:57,01:49:10
2058,693,ALDO REYES CRUZ,02:06:11,01:54:48,05:24 /km,11.02 km/h,00:25:31,00:53:10,01:21:53,01:49:30
2059,23948,ALEJANDRO RAMÍREZ ADAME,02:13:13,01:54:48,05:24 /km,11.02 km/h,00:27:24,00:54:43,01:22:13,01:48:57
2060,2773,CARLO RUIZ ROBERT,02:10:25,01:54:49,05:24 /km,11.02 km/h,00:27:16,00:55:52,01:23:29,01:49:34
2061,12871,RAUL RODRIGUEZ CARRILLO,02:25:30,01:54:50,05:24 /km,11.02 km/h,00:28:56,00:57:07,01:24:36,01:49:27
2062,20186,JOSE LUIS SOSA CORRERO,02:45:49,01:54:51,05:24 /km,11.02 km/h,00:28:37,00:56:11,01:24:13,01:49:26
2063,9231,EDUARDO IVAN GARDUNO PENA,02:06:22,01:54:52,05:24 /km,11.02 km/h,00:27:18,00:54:57,01:22:24,01:49:35
2064,20693,JOSE ANTONIO CASAS CHAVANA,02:43:25,01:54:52,05:24 /km,11.01 km/h,00:29:04,00:56:08,01:24:29,01:49:51
2065,23626,ANDRES GONZALEZ VELAZQUEZ,02:25:14,01:54:53,05:24 /km,11.01 km/h,00:25:27,00:51:37,01:19:12,01:48:14
2066,7522,GUSTAVO GARDONI PRIETO,02:07:56,01:54:53,05:24 /km,11.01 km/h,00:28:52,00:56:11,01:23:52,01:49:34
2067,23001,RODRIGO ROSAS BUSTAMANTE,02:07:55,01:54:53,05:24 /km,11.01 km/h,00:25:16,00:51:08,01:20:55,01:49:02
2068,28870,JAVIER MISSAEL TELLEZ CHAMORRO,02:28:36,01:54:54,05:24 /km,11.01 km/h,00:31:07,00:58:36,01:24:51,01:49:48
2069,6520,MICHEL FADL TOMASINI,02:25:14,01:54:55,05:24 /km,11.01 km/h,00:25:19,00:51:39,01:18:30,01:47:22
2070,22464,MIGUEL ANGEL CORTES PACHECO,02:16:12,01:54:55,05:24 /km,11.01 km/h,00:29:38,00:58:12,01:24:29,01:49:30
2071,10360,DANIEL LESPERANCE LESPERANCE,02:08:02,01:54:55,05:24 /km,11.01 km/h,00:26:12,00:53:05,01:21:22,01:49:08
2072,11384,ADRIAN LOPEZ CASAB,02:09:56,01:54:55,05:24 /km,11.01 km/h,00:29:00,00:56:49,01:23:50,01:49:38
2073,25580,GUILLERMO RIVERA HERRERA,02:27:11,01:54:56,05:24 /km,11.01 km/h,00:27:35,00:55:00,01:22:35,01:49:24
2074,8229,DAVID ANGELES DE LA CRUZ,02:43:27,01:54:57,05:24 /km,11.01 km/h,00:28:50,00:56:55,01:24:36,01:49:45
2075,500,VICTOR AUGUSTO TRILLO MORALES,02:28:44,01:54:57,05:24 /km,11.01 km/h,00:27:55,00:55:19,01:23:31,01:49:36
2076,20164,NILO PALACETA BETANZOS,02:08:48,01:54:57,05:24 /km,11.01 km/h,00:53:38,01:21:42,01:49:30,NA
2077,20982,HUGO ROLDÁN MUNIVE,02:11:09,01:54:58,05:24 /km,11.01 km/h,00:29:21,00:57:07,01:24:20,01:49:55
2078,6543,JUAN DAVID CASTANEDA GRAJALES,02:25:17,01:54:58,05:24 /km,11.01 km/h,00:27:20,00:55:44,01:23:55,01:50:05
2079,22795,MARIO ARENAS NOVELO,02:07:37,01:54:59,05:24 /km,11.01 km/h,00:27:32,00:55:22,01:23:15,01:49:46
2080,17505,JORGE SALAZAR SANCHEZ,02:26:07,01:55:01,05:27 /km,11.00 km/h,00:26:44,00:53:47,01:22:05,01:49:25
2081,3970,CARLOS ALBERTO SANCHEZ BENITEZ,02:09:55,01:55:01,05:27 /km,11.00 km/h,00:30:52,NA,NA,NA
2082,8631,ANGEL MANUEL IBARRA FLORES,02:29:07,01:55:01,05:27 /km,11.00 km/h,00:30:24,00:57:34,01:24:51,01:49:38
2083,5008,JUAN DÍAZ MACIEL,02:07:23,01:55:02,05:27 /km,11.00 km/h,00:26:07,00:54:14,01:22:04,01:49:30
2084,22154,SANTIAGO CUESTA FONTICOBA,02:10:38,01:55:02,05:27 /km,11.00 km/h,00:28:21,00:56:04,01:23:04,01:49:33
2085,2125,CESAR MANUEL VELAZQUEZ BASILIO,02:26:23,01:55:02,05:27 /km,11.00 km/h,00:24:44,00:52:43,01:22:00,01:49:26
2086,5874,JAVIER EDUARDO NOGUEZ SANCHEZ,02:01:10,01:55:03,05:27 /km,11.00 km/h,00:25:58,00:53:29,01:22:00,01:49:21
2087,2564,LENIN LOPEZ HERRERA,02:28:15,01:55:03,05:27 /km,11.00 km/h,00:28:55,00:55:31,01:23:06,01:49:49
2088,29571,ZUÑIGA SANTIAGO ENRIQUE,02:09:01,01:55:03,05:27 /km,11.00 km/h,00:28:31,00:56:00,01:23:08,01:49:24
2089,12018,CARLOS MARTÍN MORALES PENA,02:28:28,01:55:03,05:27 /km,11.00 km/h,00:25:23,00:51:48,01:19:49,01:48:58
2090,11110,GUADALUPE ALFREDO FLORES NAVA,02:06:56,01:55:04,05:27 /km,11.00 km/h,00:26:27,00:53:57,01:22:25,01:49:23
2091,22774,FRANCISCO MANUEL GONZALEZ VILLALOBOS,02:07:28,01:55:04,05:27 /km,11.00 km/h,00:27:16,00:54:55,01:22:20,01:49:42
2092,25802,OSVALDO SANCHEZ JERONIMO,02:10:53,01:55:05,05:27 /km,10.99 km/h,00:28:02,00:55:30,01:23:03,01:49:31
2093,29960,FRANCISCO ARIAS CORONADO,02:10:56,01:55:05,05:27 /km,10.99 km/h,00:30:11,00:58:38,01:24:38,01:49:38
2094,12171,SEBASTIÁN PESADO FÁBREGA,02:25:43,01:55:06,05:27 /km,10.99 km/h,00:26:15,00:53:28,01:22:05,01:49:31
2095,20635,GERARDO RICALDE TELLEZ,02:08:53,01:55:06,05:27 /km,10.99 km/h,00:26:04,00:53:32,01:22:00,01:49:19
2096,26993,DIEGO LOPEZ VELARDE MARTINEZ,02:07:54,01:55:07,05:27 /km,10.99 km/h,00:27:04,00:53:57,01:22:18,01:49:28
2097,20895,MAURICIO ARAEL DE LEON BECERRA,02:13:00,01:55:08,05:27 /km,10.99 km/h,00:29:13,00:57:03,01:24:23,01:49:37
2098,10419,JAVIER CAMPOS NAVARRO,02:43:31,01:55:08,05:27 /km,10.99 km/h,00:25:22,00:52:16,01:20:11,01:49:20
2099,28121,EDUARDO OCARANZA HERNÁNDEZ,02:28:41,01:55:09,05:27 /km,10.99 km/h,00:27:42,00:55:41,01:23:47,01:49:22
2100,20741,JOSÉ RODRIGO ALVAREZ FUENTES,02:25:41,01:55:09,05:27 /km,10.99 km/h,00:35:02,01:01:06,01:25:56,01:50:06
2101,28246,OMAR JIMENEZ MORALES,02:07:46,01:55:10,05:27 /km,10.99 km/h,00:26:28,00:53:26,01:21:29,01:49:31
2102,22888,ANDRES JUAREZ VERGARA,02:07:14,01:55:10,05:27 /km,10.99 km/h,00:26:59,00:54:50,01:22:41,01:49:33
2103,24923,VICTOR HUGO MORENO GARCÍA,02:08:14,01:55:10,05:27 /km,10.99 km/h,00:25:40,00:52:19,01:20:24,01:49:44
2104,18249,FRANCISCO JAVIER TORRES BLANCO,02:14:34,01:55:10,05:27 /km,10.99 km/h,00:29:13,00:57:43,01:25:41,01:50:26
2105,26212,ALEJANDRO GIRALDO SERRANO,02:09:48,01:55:10,05:27 /km,10.99 km/h,00:28:48,00:56:04,01:23:27,01:49:40
2106,16193,ISAAC ANDRÉS MIRANDA FURLONG,02:27:06,01:55:11,05:27 /km,10.98 km/h,00:26:49,00:55:03,01:22:58,01:49:28
2107,14495,DANIEL MORALES OLEA,02:27:41,01:55:11,05:27 /km,10.98 km/h,00:28:20,00:56:13,01:23:47,01:49:52
2108,17927,ERIK MORALES MARTINEZ,02:12:33,01:55:12,05:27 /km,10.98 km/h,00:27:55,00:54:55,01:22:35,01:49:19
